feature,class
"-411.8424,104.27873,11.280069,31.24349,-9.332289,11.863413,-6.182901,21.073437,-5.6403785,7.3904123,-10.906423,15.858639,0.16394046,13.243051,-4.127654,10.291294,-4.497701,14.004496,2.2987769,10.71066,-1.1118566,10.335556,-2.601237,7.687157,-1.0947399,6.072765,-2.6716142,5.2302737,-0.045123596,4.9945107,0.72517383,3.192984,0.20097442,2.781327,4.835194,6.377443,4.2971616,2.7237682,4.60256,2.3427625",Passenger
"-518.0714,107.33269,-13.0032215,11.130296,-12.628269,8.396372,0.18661407,15.347767,-2.7431762,5.4953136,-1.7945839,14.029342,3.6188345,14.607681,1.960695,10.855433,4.2630777,13.766783,5.2514443,7.5946155,1.4635593,7.8312216,4.8309407,7.016552,6.7806497,4.3939366,4.458071,4.1597896,6.2111955,4.5295424,5.192419,3.9825842,5.0060573,4.5008254,6.658852,4.7926674,4.442081,3.2651274,7.2031865,4.883312",Passenger
"-525.9774,108.59719,-13.3943,36.814636,0.8940287,13.756789,1.4929457,4.7530203,-5.366945,2.9879847,-2.0311975,11.525149,3.5797465,8.078194,-0.9511885,6.54039,0.0353444,5.5459146,2.6839125,3.7489395,0.9560187,6.4716644,2.4846773,4.797495,4.3885856,2.3191876,2.3426406,0.18296468,4.0110507,2.1765587,3.2331066,1.3408428,2.4840515,3.3233173,6.0471025,6.979879,8.685852,7.8675447,10.908679,5.895325",Passenger
"-390.59702,108.16149,-6.833316,25.095537,-4.8895802,14.990147,-8.106573,20.930603,-8.594891,14.656786,-5.4228444,7.485018,-0.63246375,10.3751,-5.8980393,7.407824,-2.8418534,8.210766,-3.1096194,4.232789,-3.133502,5.8312,-2.0069313,7.312868,0.008077704,3.6755238,0.49707505,3.4081585,1.6002301,3.824017,0.53466505,2.7000132,1.6779457,4.2333674,3.5106566,3.543424,1.619122,3.0395079,3.0646183,4.106004",Passenger
"-465.56467,120.45895,-20.283344,16.022541,-11.822416,15.52792,1.6027806,8.315068,-13.364667,-0.71665907,-4.0487714,8.318777,-4.68397,1.9308873,-7.102387,5.1836276,-1.0830598,9.037316,1.5401638,6.064354,0.26181668,8.515815,-2.2588685,6.424935,4.401848,8.680404,4.7623024,6.7937517,5.5617557,5.672944,5.859924,5.969204,4.090594,4.920374,7.797129,9.148103,9.184621,6.6150484,5.9889684,1.5395643",Passenger
"-469.1346,136.05003,7.9428415,36.010723,6.6514444,20.635403,2.3581467,19.098469,1.9169867,7.646294,-5.3297615,11.927795,1.4191253,8.125731,-4.1839075,4.700084,-5.3044524,4.2202244,0.016482359,3.2890975,-4.732296,2.0108423,-0.38017628,1.914261,-1.100915,0.5506098,-1.0913551,-0.20290619,-0.18840401,1.8576659,2.8153765,2.9155762,3.7439055,3.1656203,3.427758,3.2873175,4.4022207,1.6499327,4.553626,4.1826506",Passenger
"-470.62125,83.65778,-13.795378,29.18187,-6.92891,20.522526,0.45346397,19.634417,-7.0248666,6.0355287,-5.7327924,16.766794,4.623286,15.187613,0.89279103,12.256697,2.3184361,10.292983,1.1973658,7.955544,-1.8824363,7.324318,1.5770329,8.364711,3.7563946,8.54614,2.4921367,5.134991,3.761317,4.522033,4.283467,5.291331,2.6750386,5.3233104,5.404074,4.7571344,2.7841482,2.0511482,3.3753521,2.8987453",Passenger
"-379.12247,108.20888,0.12122694,20.966105,-19.13852,10.784072,-7.589691,7.7402205,1.4255997,19.750977,-8.559121,10.753929,-10.104814,10.923236,-8.655154,6.340526,-2.1626542,14.073921,-5.595646,6.4525256,-2.9578478,6.06703,-0.76320463,6.8611164,-0.84342366,7.773465,1.0684936,5.7370534,1.4542707,8.240803,-3.046829,7.8347178,-3.5854015,4.8038588,2.0922403,6.883432,2.1160731,1.3333997,-0.1659959,4.4295216",Passenger
"-423.58997,117.42077,-1.5183662,18.405798,-19.989174,9.546272,0.59296274,19.818552,-1.6434177,8.883657,-10.975087,7.7125006,-7.5762987,8.161928,-5.664065,9.182943,-4.5820003,6.194229,-3.7968743,2.400544,-6.9155602,7.277369,1.363659,8.633101,1.9628004,5.2688694,-1.367302,4.418433,4.0846987,6.7999806,5.175466,6.008562,2.7619221,2.4955812,1.639297,3.210645,2.483955,2.7837925,5.7664084,3.9394414",Passenger
"-559.24097,150.56093,15.142412,42.1856,14.364973,16.732332,14.068844,15.854721,4.0502305,1.358886,-3.1799226,6.1928034,3.1561146,5.4535913,-1.0324197,0.47829902,-0.57695085,1.0400202,2.2434812,-0.17348905,-2.471238,2.4494903,2.0108938,1.8623209,1.6825311,0.106723726,1.2101938,-0.095125504,1.4877373,1.9086791,1.3480605,2.3464942,3.016684,3.4146922,5.561029,4.6657887,4.1797395,1.3879412,5.558838,4.3304844",Passenger
"-460.6113,78.29783,3.0802164,19.567543,-2.0504549,14.06588,2.2660298,17.392715,0.32656625,8.576078,-5.3856163,10.711357,1.9430634,11.086565,-0.017572047,10.016295,0.81805426,9.424404,4.58837,8.390184,-0.15531221,5.35897,0.0012378492,4.3198986,2.9053643,7.011509,5.0201025,5.054645,2.961071,3.5281084,0.78128165,1.7649626,1.9680116,1.5786654,2.971565,3.2821238,4.026656,2.4758432,3.720453,1.7776109",Passenger
"-455.96143,90.479744,21.192375,27.345465,-5.682097,15.613173,-6.5505633,16.186153,-2.6814837,15.032159,-7.5619373,8.983798,-9.978113,3.6719465,-11.578699,6.6235223,-1.9583027,18.946394,9.418616,18.209883,3.966676,10.969128,-1.0388285,5.340014,-1.28391,5.099905,-0.39506143,5.8649507,1.4930639,4.1094794,-1.4657341,0.26744533,-2.27948,2.0115163,3.123437,6.6554284,6.691414,6.494839,6.045138,4.678128",Passenger
"-388.5243,82.53708,-21.268805,24.931498,-12.908517,16.226698,-2.174391,24.849073,-5.530586,14.075945,-5.3268933,9.16392,-2.0269125,9.384074,1.3010259,12.730388,-4.760528,6.7861934,-0.20325164,9.6140175,0.9568562,10.703653,-2.829205,7.775093,-1.2891657,9.601929,2.3677592,7.2945223,0.7309741,5.4616904,-0.87095886,6.4491735,1.6054256,7.9082627,1.4987787,5.524569,0.8817076,6.2465563,5.26291,8.04458",Passenger
"-284.01004,112.42271,-2.8965495,34.847576,-6.016646,16.26102,-4.239784,22.960272,-7.230377,9.12935,-10.253871,13.3785,-9.382697,9.354847,-12.214786,6.552689,-8.23563,8.177481,-5.652732,4.7415824,-8.189555,6.717996,-5.123166,7.6294274,-1.5159744,6.777326,-4.5388045,4.904208,-1.7816164,4.826918,-2.5477505,3.3620336,-3.2216215,2.8368838,-0.5210047,4.8190837,-1.5021677,0.8630351,0.77296436,3.050061",Passenger
"-381.3065,102.25421,-1.4340882,27.734747,-7.078245,16.794714,-2.5008564,17.891197,-8.2624445,12.467146,-6.5137644,20.97679,3.4622865,16.313608,-1.0397836,10.174316,-7.316138,9.823824,-4.8145976,6.0821714,-7.554905,11.602857,2.22624,11.876236,2.7430604,7.3007455,0.065845065,2.699348,-0.30361894,3.760113,-0.3343671,1.7106663,1.7058363,1.8284397,2.778041,4.441976,1.6545337,1.9765217,0.41748652,2.3303783",Passenger
"-428.12436,101.05571,-2.2812397,20.531181,-18.536047,20.024899,5.069796,19.143995,-8.477574,7.9306917,1.0479469,13.011515,1.6459968,5.9934855,-0.21587674,14.464378,-0.8745026,14.804954,2.9731345,14.825266,0.00026755955,13.329107,-4.5984135,10.099833,-2.5427456,7.562301,0.74108607,3.4972677,2.2670798,3.9137883,1.5034962,4.0115213,3.6281009,5.176881,5.136358,5.457112,5.188801,5.5259333,7.587737,5.193599",Passenger
"-372.71024,107.107285,-13.134082,28.4998,-12.901453,12.157752,-4.192217,17.156992,-6.365328,7.834541,-10.949072,10.397612,-9.076326,10.77034,-6.883183,9.42186,-4.029058,9.843379,-0.7249239,4.155669,-4.83443,6.1420527,0.4303174,9.470659,3.024237,8.214151,-0.17115939,6.789142,2.180133,7.845811,3.5167189,7.190213,3.6406581,6.403248,4.420342,5.3425446,0.032978166,2.813246,2.6776035,3.755775",Passenger
"-398.7987,109.59431,7.1360273,34.023174,-8.449988,17.79336,-2.5782905,11.391894,-18.321701,5.135747,-4.030682,20.618088,0.62478685,17.42662,-2.2335544,15.364791,-3.4608128,14.488494,1.1386187,6.312223,-2.416934,7.5730147,-0.13561194,6.598666,3.0814986,4.309776,-0.79817605,5.0169115,0.8859308,5.3564982,1.5296156,4.916988,2.5849771,6.199656,4.004353,4.5220013,0.31754917,1.3524868,2.1203797,1.599062",Passenger
"-371.8418,93.775536,5.1804175,29.981749,-14.304883,19.169287,-4.307036,12.236733,-11.086688,8.832837,-5.481552,21.443207,-2.031707,17.170578,-0.61981946,13.369951,-1.9452544,16.064342,0.020776166,6.8505216,-1.9085525,6.421506,-1.6240916,6.907643,1.364725,4.690839,0.2242421,5.9057994,2.4957597,7.382639,1.240058,6.6307235,0.50982,6.6933246,3.0816584,4.753188,-0.8218783,1.5951163,1.1739799,1.8349568",Passenger
"-595.39417,144.81422,15.583841,38.17469,17.878641,12.959261,11.339334,5.447611,3.0710251,-1.8024994,-5.8561273,3.7200155,3.6154792,4.3138356,1.0903147,2.019331,1.7784967,2.8126066,1.5271933,-3.4322267,-4.847042,0.17250341,0.47973606,4.439672,4.358665,3.7966478,3.0132117,2.3908417,6.2006593,4.2205944,3.7151859,3.8760016,7.3003073,8.925467,11.445014,10.1126375,8.656897,6.2330403,6.5216436,3.99667",Passenger
"-382.6048,106.341125,-15.143414,13.635409,-18.053335,25.12647,0.867189,17.088066,-9.809586,10.013912,-1.4516702,9.447491,-2.7860162,11.661409,-8.246064,9.730397,-2.0703795,11.063523,-3.3988168,8.541661,-4.2179036,9.78412,-3.0766914,10.012105,1.0042098,6.336142,-0.05231504,5.9885073,2.2055728,4.6066527,0.7169632,4.132239,1.5463575,5.5095415,3.078583,4.6089654,1.0378793,2.915466,3.2411802,3.6727777",Passenger
"-439.74905,114.34881,-8.371804,16.819105,-17.731033,9.861284,-2.648981,11.371646,-11.668129,0.03867985,-10.473584,7.0336075,-10.270696,5.016623,-5.851906,9.344141,-1.2885053,9.870731,-1.0894624,1.9870237,-6.6033463,3.2053235,-1.771161,11.01488,8.964106,12.61423,5.466255,7.59527,2.5797205,2.051161,-1.8828555,1.5715864,3.2959425,8.581181,10.459693,10.477422,6.5876927,2.0764306,2.2094073,0.74793434",Passenger
"-480.6926,96.6151,-10.479363,25.63242,-7.712633,11.616175,-0.94094825,17.930601,-6.654881,10.2104645,-0.04947166,11.672909,-0.027584897,11.448231,-1.6364645,5.5552673,4.1902375,12.547796,-0.27169856,6.920708,-0.91666603,6.376191,3.9484193,7.253531,1.2593784,4.3021817,1.8892715,2.7838416,2.7924268,4.2848115,4.179897,2.3224256,1.9452627,3.3336654,4.5146646,4.0308375,3.454159,1.9917078,4.4908853,5.8917737",Passenger
"-368.95966,94.17521,-0.5138402,26.202871,-8.131215,15.93507,-6.1895795,13.841585,-13.307351,7.8012185,-9.887196,20.535837,-4.953647,7.3982706,-9.603636,12.730797,-4.231724,11.011202,-2.1743767,9.477799,-5.1138754,10.794113,-4.4649863,9.650466,-2.8574321,8.0914545,-0.6852557,7.2419777,-0.12369653,7.7965198,0.9711161,5.1048956,-1.6018292,3.4067872,2.2439837,5.2327275,1.3933556,1.6827897,1.8655497,3.7376163",Passenger
"-492.68298,84.87136,4.4279814,31.166903,0.24546146,16.92071,-0.3655448,17.952099,-9.28605,8.478673,-3.9985816,15.285246,3.6128325,12.609654,-1.3916608,14.662967,3.3095098,11.4227495,0.5542293,8.045338,-1.4426631,6.4416833,-0.80448055,7.2849264,2.14944,7.332296,4.1918635,6.8368783,4.758465,7.3327107,4.8262444,5.5885825,3.9214294,5.2341514,3.8900917,4.4321246,1.6275644,2.0376415,2.2450624,2.6029341",Passenger
"-466.98648,94.265335,-6.445526,25.65793,-4.151293,16.446054,-6.3525286,7.9066224,-12.391263,6.0250597,-6.5743127,14.177014,-1.8912485,9.8778105,-5.04935,9.3830185,-3.7811573,6.947538,-1.9143472,7.1562448,-0.14521067,10.400403,-0.9307547,4.1331315,-1.4551288,3.5292625,1.5288422,4.3088765,3.0137799,4.6020236,5.7898436,5.632479,3.7578578,3.2105956,4.891589,5.1276636,4.1688285,2.302538,5.9018345,4.6883073",Passenger
"-399.7901,109.88524,5.085041,27.638714,-12.542071,13.358274,-5.956045,15.716107,-11.086849,3.4499161,-12.643898,6.5162473,-10.101688,8.293516,-5.3189735,11.06798,-5.025157,5.7529526,-9.466858,-0.87469715,-10.210137,6.603728,2.3965497,13.509691,5.1691146,6.6701193,-2.4266768,1.2610255,-1.352007,4.786221,4.1592116,8.105729,4.982587,5.2867827,1.7003644,2.8756726,0.7621734,2.6378605,4.0780005,3.5059476",Passenger
"-402.19107,97.68833,1.2776983,36.3582,-2.8458824,23.766693,-2.7976446,14.349328,-15.17486,2.388126,-9.36585,12.271975,0.7314227,16.488037,-2.5256884,16.144455,0.37959287,12.666697,-1.7518628,7.5579996,-4.9122324,7.0306797,-1.8122103,8.190149,2.285337,7.5051003,0.536783,3.958717,0.36718124,3.0163023,-0.20149429,3.6386566,2.1366909,4.9784765,4.305161,5.797231,1.4243017,1.116443,1.1082761,1.2529453",Passenger
"-427.4491,86.94676,-6.1232157,26.424198,-5.3468466,14.098888,-4.8492193,17.93943,-5.822303,14.384309,-2.4873602,17.955917,1.2801907,14.990595,-3.4793146,10.701709,-1.8987993,13.312612,0.34468132,8.819822,-2.4964423,9.66423,0.51188505,9.132902,2.5505364,7.8734374,2.1612618,5.7476625,3.1749089,6.2170405,3.1506417,5.1736403,1.9205186,4.4559846,3.3863084,4.9775953,2.073054,2.8523061,3.2364876,3.6398466",Passenger
"-538.49365,93.49152,-7.837236,17.085241,1.0542198,15.751048,-1.5701213,16.185085,-0.9720527,4.833605,-7.1817756,13.519688,3.0930111,13.931212,-0.5227885,7.0183086,0.7436132,12.419928,4.8000164,5.731563,-0.6604211,10.732757,5.4902544,7.4740305,2.9823554,6.305352,3.656222,5.0773363,5.875364,7.284868,6.8658667,5.20752,4.703385,4.330585,7.1695185,6.738259,6.683208,3.6435916,7.262648,4.1914787",Passenger
"-464.68622,126.46287,5.749545,23.50407,5.9456296,12.277,3.4776423,16.27459,-0.2784194,11.797905,0.42510885,12.638477,3.8837466,9.2904825,0.29843953,8.115035,1.2465638,7.418257,2.0566382,3.9765775,0.503537,5.9239902,1.1796654,4.833306,2.55411,3.6296651,1.05512,1.7651937,1.5050737,2.427366,1.9762415,1.6764293,1.9408114,2.733963,3.4560378,3.3484213,2.0804033,1.116922,3.0958436,2.69286",Passenger
"-441.50717,43.456814,-25.90531,35.247814,-10.613149,15.561825,-0.5556425,15.269884,-8.299014,15.058258,-4.3344784,11.104405,-3.0930889,15.446611,-3.252354,14.510068,-4.489643,12.164589,7.3470607,14.427248,-2.4449134,5.28168,0.5480505,10.972696,-0.877642,4.971223,-1.0627033,3.6506937,4.2659826,8.4381895,-1.2430345,1.1082422,3.5473738,7.515447,1.5637362,3.315241,2.8021448,8.928359,4.624937,0.70996714",Passenger
"-402.30518,84.57164,-8.893191,17.41267,-5.1084332,20.094238,-7.978344,22.284706,-2.8667502,8.552845,-9.726071,14.754327,-1.2524912,7.6918,-4.2886267,12.815661,-4.644378,9.151849,0.88368285,8.759203,-3.4294856,9.679847,-0.50489706,6.236783,0.9806052,6.8519516,0.6967388,5.6637697,1.6945896,7.8710475,0.39479074,6.2741485,1.2414982,5.008943,2.981074,6.6273994,2.980747,5.165604,4.1228623,5.8148775",Passenger
"-352.75378,86.33527,1.4140642,21.418436,-3.5522227,16.833485,1.3600178,15.284758,-1.1506473,8.005086,-9.253967,10.699019,0.22034034,8.090542,-4.6816225,9.949582,-1.310439,8.088345,-0.7071028,6.6847644,-3.1988838,6.914344,1.2057897,6.1635547,0.9960062,5.0878735,1.0805473,3.3280048,1.4342885,4.50905,1.4655508,2.8081632,3.0211918,2.805308,2.9040575,3.6047852,2.5696461,1.617751,2.8621051,2.7323332",Passenger
"-338.11334,84.68563,0.29848498,23.443161,-8.600766,21.60531,-17.672241,8.526277,-6.8999143,10.630121,-5.5721498,16.451305,-1.6333025,9.268149,-4.7841005,14.229617,-6.6344852,10.092658,-0.65249777,10.855529,-8.261223,9.507991,-3.3882015,6.4588327,-3.104878,8.249364,-2.5758593,7.0984807,-0.7417507,9.408766,-2.3776288,6.172943,-1.3243386,4.5504065,1.4825228,7.8898478,2.9982328,5.4031014,3.2475932,4.6240325",Passenger
"-238.47498,101.25801,24.891573,34.218796,6.592614,18.528515,5.9349556,14.419212,-2.6313193,6.45835,-4.334067,7.1757684,-2.2378473,5.9869504,-4.669585,4.2930784,-2.4191322,6.6486797,-0.42185208,3.204774,-2.1931577,4.83383,0.24411681,3.6881256,-1.084136,2.247902,-0.331138,1.8476388,-1.0220033,1.3892186,0.3262345,1.5264142,-0.6821804,0.54031837,0.8857053,0.9228183,-0.73864,-1.0356085,-0.06236914,0.104888774",Passenger
"-432.29422,88.056305,-5.7378254,21.041904,6.3764553,27.85476,-3.893254,22.120476,3.234558,15.840799,-3.9088116,18.314764,3.309606,12.728551,-1.8828174,12.72703,-1.4423019,10.092515,0.14149904,9.184372,-0.927414,9.783783,0.50199777,6.666141,-0.73966223,5.1189733,-1.1550081,3.8033535,-0.38458374,5.075255,-0.90067923,4.4047756,-0.086229034,2.858513,0.49686798,4.0215225,-0.027582364,1.750488,1.3083264,2.972619",Passenger
"-454.80496,75.6969,6.737687,27.592607,-4.5584006,17.210373,-0.6687093,17.147093,-4.8539042,10.000204,-7.7753716,12.950022,-1.8364573,10.007577,-6.2724123,9.271289,-3.7113788,9.45464,-1.0417919,8.979181,-1.2626151,10.96655,1.7705772,8.736831,1.2173885,7.261443,1.2157296,5.0035634,2.6674552,6.893943,2.7351894,5.744679,4.11195,5.9675198,4.5392036,5.2860312,2.5779898,2.8421135,3.1814916,4.0957017",Passenger
"-320.4006,101.44009,10.374551,35.008152,-8.218729,18.29332,1.5698946,20.188213,-9.328895,8.618515,-12.172858,12.020685,-8.235357,10.60535,-10.710742,9.555479,-3.1095757,10.952963,-0.9844656,5.3294654,-0.62828296,9.012776,-0.8329417,4.5600514,-1.2526956,6.03397,0.35938013,6.9647512,0.6100731,5.869728,0.36732885,7.2838507,0.23556265,4.567616,-0.37402666,4.9506855,-1.1797856,3.4724786,0.80626345,3.3446865",Passenger
"-530.71936,109.83239,3.091612,20.756836,-0.7673749,11.108775,-0.89516664,12.043302,0.9352487,4.98307,-0.37879354,10.532267,2.8194056,3.8846054,0.123044156,5.5935884,1.8115873,6.218612,5.3715806,5.45301,1.9048817,6.212991,3.4916317,4.1398573,4.179849,4.237645,5.068231,4.837013,7.59182,6.2449465,5.7919044,4.1852283,5.7114906,3.0752637,5.4578266,4.4019527,5.402053,3.0461655,6.231042,3.6958563",Passenger
"-543.1495,86.57758,1.8195487,18.072065,-2.5601556,20.837929,2.5038595,11.890761,-5.8743577,8.701847,-3.9561653,6.920044,-4.0082707,7.9747496,-0.81191397,8.884371,0.28362992,8.413462,1.0423703,7.668935,3.169866,9.197565,5.531332,10.258187,6.1171155,6.3399215,3.567668,5.94022,7.096542,7.883089,6.873384,6.286507,5.9148774,5.0010996,5.8248324,4.002749,4.8561554,3.6146357,6.3010383,4.089815",Passenger
"-373.1579,98.33009,3.16723,23.379509,-4.6631236,12.785597,-3.611972,14.167497,-4.4002824,6.098085,-7.3360653,8.286831,-3.355614,6.204952,-3.9167206,6.8015637,-2.1224034,8.514438,1.253096,5.5531397,-2.2382362,6.345581,0.93004954,5.173857,0.292866,3.018056,1.0263771,2.8738487,3.5424771,4.1001754,2.5882592,3.3885992,3.5576706,2.9949834,4.141519,3.9766715,3.1315205,1.6255918,3.7479618,3.296401",Passenger
"-517.2254,74.78529,1.7221556,20.788363,-7.052527,18.640415,4.003917,16.960575,-0.9851583,11.896635,-2.759045,12.540686,2.9924505,12.325488,0.64238733,10.959558,2.4028609,12.361639,4.142617,9.670244,3.1271055,7.737126,1.8576996,6.4839087,2.9506447,6.056478,4.112497,4.942277,3.170091,4.500215,4.1208873,4.7145634,4.290183,4.038687,4.5372324,2.3406303,3.740191,2.9858549,5.3689446,3.4611378",Passenger
"-319.08542,114.88836,-16.406801,21.004124,-10.85383,13.6893215,-3.871721,26.39203,-4.7329283,7.2579947,-11.858908,11.80319,-7.720696,10.101286,-10.912086,6.0806236,-8.065735,8.329783,-4.2613907,4.6471334,-7.2188053,6.722552,-6.364901,6.3629665,-5.3036985,5.9167523,-2.384856,7.075484,-1.6074109,5.3779664,-1.726895,3.8292518,-0.17299247,3.980219,2.4960837,4.942313,2.3365996,5.2272353,7.2589426,6.531671",Passenger
"-555.18787,111.36217,37.55623,35.01674,4.094042,14.460857,-0.26077738,3.7307756,-6.427638,2.9115891,-2.8983047,8.2221365,2.1643708,6.549979,2.1417246,8.87283,3.1869195,5.988455,1.9131469,4.8584924,2.2258089,2.5813851,0.40737057,2.9339693,5.1588387,6.4532175,7.0816607,5.1916842,5.1370344,4.3549304,4.9655952,1.9515674,2.2102752,1.8818616,5.237607,3.9169679,5.148591,3.6472955,7.0370607,6.3606005",Passenger
"-440.16394,59.04091,3.5751748,26.87304,15.519997,24.595976,-9.8824,29.598917,-8.441219,4.9081454,-8.04847,17.496714,-4.5604186,17.35869,-0.3171176,14.934448,0.1267174,15.8654,-0.60951704,8.729845,-4.8914566,6.7754784,-8.236465,4.4126544,-3.0268216,7.2967377,-2.4335437,6.8621626,3.4860406,7.265677,0.8795971,5.4661736,-0.69222623,1.4260812,0.14374894,1.9483678,0.7083798,1.5143074,3.524198,3.3562255",Passenger
"-398.7211,76.27437,-2.5702915,30.953016,2.6447399,19.329136,-11.258776,18.604427,-12.301961,1.1875012,-15.666461,9.4853,-7.6760225,9.727169,-2.9800763,12.4052515,-1.3088835,12.6773615,0.2598258,7.422134,-5.8685436,7.579782,-3.9795296,6.5568943,-0.49091312,7.7244678,1.7189217,8.603367,5.010579,8.195059,3.206129,6.8416553,1.819087,3.5752053,2.1837294,4.563497,2.3855414,3.912551,4.4344153,5.61323",Passenger
"-327.95502,84.06105,-1.610583,17.390446,-7.400076,24.486744,-10.671178,19.081606,1.5601271,9.133066,-8.444552,17.296864,-0.1043121,13.540926,-0.28814763,15.609647,-2.3325427,14.187796,1.424797,10.398404,-6.569912,10.476717,-2.9310777,6.735712,-0.23243146,7.8178205,-0.29182437,4.7573133,3.3868923,5.6099296,0.40983847,7.113802,2.5545347,5.791809,2.0153186,6.8776627,-0.9424278,2.1360896,-0.66442823,2.5225582",Passenger
"-324.72867,78.52814,6.9931073,31.41464,-4.9772887,21.261116,-4.774451,20.61263,-13.232439,7.9193788,-9.96369,13.223082,-5.0923066,11.535514,-6.653263,12.541528,-4.8637424,13.130008,-5.214349,6.9911656,-7.2348475,8.269508,-5.3889427,8.15642,-4.240563,4.6610026,-3.11646,3.801687,-0.87759066,4.630388,-0.7083035,5.3029475,-0.84400576,4.3677955,1.6356658,4.58079,-0.11434141,3.881559,1.4331262,3.9844918",Passenger
"-324.72867,78.52814,6.9931073,31.41464,-4.9772887,21.261116,-4.774451,20.61263,-13.232439,7.9193788,-9.96369,13.223082,-5.0923066,11.535514,-6.653263,12.541528,-4.8637424,13.130008,-5.214349,6.9911656,-7.2348475,8.269508,-5.3889427,8.15642,-4.240563,4.6610026,-3.11646,3.801687,-0.87759066,4.630388,-0.7083035,5.3029475,-0.84400576,4.3677955,1.6356658,4.58079,-0.11434141,3.881559,1.4331262,3.9844918",Passenger
"-320.42505,108.385605,1.6951143,24.167973,-0.6005282,14.099424,-5.31428,18.716772,-7.6853695,7.6532383,-9.865011,15.108432,-1.5169591,13.799036,-2.4992864,9.644645,-4.9652495,11.108211,-2.024992,8.449512,-4.570866,8.072519,-3.8044174,3.951476,-2.6258175,5.13383,-1.8978124,3.7213287,-1.6173595,1.4465053,-1.633314,3.543554,1.5108869,3.282068,2.1253088,2.3918934,0.11174612,0.5952644,1.9377029,1.9490337",Passenger
